"","diametro","longitud","especie"
"1",0.27012603825446,6.35802660576001,"abedul"
"2",0.268801348687014,7.38548553402272,"abedul"
"3",0.2994605927827,6.19580398292107,"abedul"
"4",0.296034746014298,9.25413748622997,"abedul"
"5",0.223519716757487,10.2407100568522,"abedul"
"6",0.331217203671581,12.2544271049871,"abedul"
"7",0.307491772079556,8.73222876586344,"abedul"
"8",0.37248622119445,6.25043724561263,"abedul"
"9",0.320555947141533,10.0489497259865,"abedul"
"10",0.28659122073114,9.80951778739062,"abedul"
"11",0.383921734408743,7.52350260819435,"abedul"
"12",0.384966780717465,4.88429019225537,"abedul"
"13",0.263438645511295,9.52261979078783,"abedul"
"14",0.314070958678663,10.2582887912833,"abedul"
"15",0.293662592441035,7.40978433858813,"abedul"
"16",0.30561153439662,9.07248563671605,"abedul"
"17",0.306826281857064,7.44821905049898,"abedul"
"18",0.262142986113928,9.36463049027503,"abedul"
"19",0.308567687407277,7.7654185705703,"abedul"
"20",0.352477420894254,7.31064827215988,"abedul"
"21",0.295077299875956,8.22324099639442,"abedul"
"22",0.295112198679046,7.43318937003541,"abedul"
"23",0.341957160190124,6.81796567109143,"abedul"
"24",0.326951887220488,7.3681261375152,"abedul"
"25",0.250545155448561,7.98369569534893,"abedul"
"26",0.306856709197866,8.41499028143695,"abedul"
"27",0.349606417040332,11.0648472432517,"abedul"
"28",0.342458290497574,5.28400433809303,"abedul"
"29",0.312598548114427,7.60076189889412,"abedul"
"30",0.321636624213387,9.26304625556165,"abedul"
"31",0.264091943634339,11.5240418068857,"abedul"
"32",0.309003947006441,8.85202872523099,"abedul"
"33",0.271366531944365,7.9724931670492,"abedul"
"34",0.286259457957092,7.38488618080728,"abedul"
"35",0.328068110513388,8.82861632821658,"abedul"
"36",0.265893206649266,9.97811584039278,"abedul"
"37",0.308007547526192,7.63228337890789,"abedul"
"38",0.312849961184146,8.32752281369311,"abedul"
"39",0.301647359095189,8.43387268828877,"abedul"
"40",0.354665664655062,9.45855526841931,"abedul"
"41",0.269329580142742,10.2227608140494,"abedul"
"42",0.318183907843068,8.55832163387926,"abedul"
"43",0.29733208297648,7.84765865690564,"abedul"
"44",0.292175032684982,10.7893262644172,"abedul"
"45",0.313922737015571,8.32906823521117,"abedul"
"46",0.269387982279482,11.155703957587,"abedul"
"47",0.260596472504448,7.8761546847609,"abedul"
"48",0.285165573735497,9.22784592838737,"abedul"
"49",0.352552714492663,4.90782281150952,"abedul"
"50",0.301672943238376,7.77521607732518,"abedul"
"51",0.309943031946837,7.95641092007823,"abedul"
"52",0.294304600869674,6.48330916516691,"abedul"
"53",0.314114781958615,5.9282142311554,"abedul"
"54",0.271449613709486,9.89631860510362,"abedul"
"55",0.334737313997059,9.82831746785544,"abedul"
"56",0.317541157807241,5.40253601030708,"abedul"
"57",0.275806415319249,8.84875758986868,"abedul"
"58",0.30163659737436,5.77490936008983,"abedul"
"59",0.321489948584974,5.89785354763688,"abedul"
"60",0.316731929461638,9.05082489653271,"abedul"
"61",0.344458020476306,6.62795199981389,"abedul"
"62",0.281610367353154,9.98695996424443,"abedul"
"63",0.333484098464712,8.07704719815069,"abedul"
"64",0.331096440298237,9.07229795157145,"abedul"
"65",0.295125506042914,6.95274660422768,"abedul"
"66",0.270722199215343,5.69755733011282,"abedul"
"67",0.267325644273465,9.82950448200551,"abedul"
"68",0.313733608738349,8.47614298312543,"abedul"
"69",0.297866197988373,7.52186448109059,"abedul"
"70",0.353373080005543,8.13847065309147,"abedul"
"71",0.316054138814886,10.6518166851985,"abedul"
"72",0.288841653745095,6.60366673075985,"abedul"
"73",0.269233732545087,6.50118311107364,"abedul"
"74",0.282527949761842,6.76076989458529,"abedul"
"75",0.31028665178692,4.83001746358027,"abedul"
"76",0.2864719605883,9.63925627500748,"abedul"
"77",0.315426903606921,8.38473929348849,"abedul"
"78",0.289969858434907,8.41434394843586,"abedul"
"79",0.296833202736166,7.91330529130463,"abedul"
"80",0.278084709815765,6.97967911715178,"abedul"
"81",0.357151307547261,6.35316277244755,"abedul"
"82",0.309978651944112,9.70371280658534,"abedul"
"83",0.306919009214983,5.1476306541597,"abedul"
"84",0.249244127553478,8.88059788393082,"abedul"
"85",0.31979375698648,6.41477669848463,"abedul"
"86",0.269291292333609,8.56462042909093,"abedul"
