"date","TEF","TSLA"
2017-02-01,1.10199639976323,0.926816704244571
2017-02-02,0.489371945888784,-0.087458158368614
2017-02-03,-1.4942020917479,2.56236300829695
2017-02-06,-0.258436522168026,-0.112494864559276
2017-02-07,0.371751559000932,1.78653713044934
2017-02-08,2.59262279733838,2.71673739055855
2017-02-09,-1.21434103916854,0.0111437587900109
2017-02-10,1.09637016998998,4.22315289360518
2017-02-13,0.733916196141426,0.13542587023323
2017-02-14,1.19617439249542,-0.434194943497235
2017-02-15,0.204164383032346,-3.86402545524644
2017-02-16,-0.0107187679889265,1.21955711234547
2017-02-17,0.825823843987794,1.89545744095057
2017-02-20,-0.191457744857937,-1.39875438558954
2017-02-21,-0.351703893994071,-6.4056174763037
2017-02-22,1.79677351050984,0.394544701071431
2017-02-23,0.966591653844384,-4.19066303501946
2017-02-24,-0.156068972797774,1.5270312557695
2017-02-27,0.562782309904675,0.0120000797631858
2017-02-28,2.73604417171818,0.183982078489997
2017-03-01,-0.141237174168329,0.435168882707915
2017-03-02,0.858675604123182,-0.143101319705419
2017-03-03,1.01162046744907,-1.04295646152344
2017-03-06,0.545381269215839,-0.691902742538375
2017-03-07,0.591698678094588,-0.797991266617881
2017-03-08,1.12744007209071,-0.494075961471852
2017-03-09,0.290845725712163,1.01768475507666
2017-03-10,-0.386652447583347,4.80562298253746
2017-03-13,-1.35856234274794,-0.879846511627902
2017-03-14,0.787008894553343,2.47135341917417
2017-03-15,2.24500716936145,-0.209879040330274
2017-03-16,1.19331242401644,0.160616826003812
2017-03-17,-1.27358569141872,-4.29139410587919
2017-03-20,-1.05112458335271,1.72730258533238
2017-03-21,0.772568391240913,-0.0901909746714002
2017-03-22,0.766655785643233,3.28911415059705
2017-03-23,-0.665735297425318,2.68277735700293
2017-03-24,0.0478880489298339,2.67560172202057
2017-03-27,0.574166471922277,-0.0252322930157312
2017-03-28,-0.856338022432535,0.194681660633766
2017-03-29,0.287914926551625,0.136720992453321
2017-03-30,0.334933002134763,7.26554145593425
2017-03-31,-0.906054557605895,1.73523488907807
2017-04-03,0.4812196514693,-2.86467291940706
2017-04-04,-0.287363361714654,1.25424135593222
2017-04-05,0.480315770893802,1.28556975083081
2017-04-06,-0.0955978147550773,3.25576971870851
2017-04-07,-0.95693387915009,-1.17802228730006
2017-04-10,0.338158716740145,-3.84503104727829
2017-04-11,-0.57776020462893,2.41207522452602
2017-04-12,-0.871660959862486,-0.842104605263161
2017-04-13,-0.830486469463254,-0.394772423070777
2017-04-18,0.689643901880999,1.75520033305578
2017-04-19,0.244627888019022,-0.985198713135582
2017-04-20,-0.829686326987866,1.02145248020056
2017-04-21,3.19883782805637,0.795154761875216
2017-04-24,0.286119805945195,1.86995098487146
2017-04-25,-1.33144006260333,-1.15363647540481
2017-04-26,-1.54216865978589,-0.496504476723869
2017-04-27,-0.5873649590172,1.76262900945097
2017-04-28,1.62481293358809,2.78918069371714
2017-05-02,-0.0484577112364049,-1.22044796290873
2017-05-03,1.21183298271865,-2.46794368898631
2017-05-04,0.574716472899195,-5.00289323847928
2017-05-05,-0.28571108252835,4.36269389854547
2017-05-08,-0.238796920610318,-0.376197171210702
2017-05-09,0.0478880489298339,4.58022979536945
2017-05-10,-4.01914482201525,1.23264361474682
2017-05-11,0.249261907558829,-0.651864889453713
2017-05-12,0.198896681113858,0.529245425021752
2017-05-15,-0.0496254668718832,-2.74929745235244
2017-05-16,-2.17478516392771,0.357732361059071
2017-05-17,-1.32981286131052,-3.43838511597789
2017-05-18,2.30453341829986,2.27043002207197
2017-05-19,-0.080444600897378,-0.712327034513038
2017-05-22,0.74477895413001,-0.154419142320394
2017-05-23,-0.489513121106921,-2.09119409522422
2017-05-24,0.943672515544702,2.09307454550163
2017-05-25,-0.0497348132943665,2.13074140245393
2017-05-26,0.248755212348639,2.62286662909845
2017-05-29,-0.962778669249342,3.063292901675
2017-05-30,-0.641406796312283,1.76365380309782
2017-05-31,0.282435075014509,-0.187682173904513
